gene,compare,medianP,meanlogFC,DEGtype,Gene_Name,
ENSG00000256060,M8/D6,0.0072,0.338,non-DEG,TRAPPC2B,
ENSG00000256061,M8/D6,0.187,1.147,up-regulate,DNAAF4,
ENSG00000256073,M8/D6,0.0334,-0.468,non-DEG,URB1-AS1,
ENSG00000256087,M8/D6,0.0796,0.139,non-DEG,ZNF432,
ENSG00000256124,M8/D6,0.00684,1.72,up-regulate,LINC01152,
ENSG00000256185,M8/D6,0.0857,-0.773,non-DEG,,
ENSG00000256229,M8/D6,0.32,0.106,non-DEG,ZNF486,
ENSG00000256234,M8/D6,0.0606,-0.526,non-DEG,,
ENSG00000256235,M8/D6,0.168,0.122,non-DEG,SMIM3,
ENSG00000256250,M8/D6,0.0883,0.63,non-DEG,,
ENSG00000256262,M8/D6,0.125,-0.166,non-DEG,USP30-AS1,
ENSG00000256269,M8/D6,0.0944,-0.162,non-DEG,HMBS,
ENSG00000256282,M8/D6,0.0969,0.37,non-DEG,,
ENSG00000256294,M8/D6,0.157,0.153,non-DEG,ZNF225,
ENSG00000256304,M8/D6,0.244,0.179,non-DEG,NA,
ENSG00000256442,M8/D6,0.0573,-0.918,down-regulate,,
ENSG00000256464,M8/D6,0.167,0.333,non-DEG,YWHABP2,
ENSG00000256537,M8/D6,0.0186,-0.208,non-DEG,SMIM10L1,
ENSG00000256576,M8/D6,0.17,-0.33,non-DEG,LINC02361,
ENSG00000256582,M8/D6,0.000509,-1.485,down-regulate,LINC02390,
ENSG00000256594,M8/D6,0.038,-0.448,non-DEG,,
ENSG00000256640,M8/D6,0.0866,-0.45,non-DEG,,
ENSG00000256683,M8/D6,0.00406,0.222,non-DEG,ZNF350,
ENSG00000256705,M8/D6,0.0421,0.593,non-DEG,,
ENSG00000256771,M8/D6,0.322,0.098,non-DEG,ZNF253,
ENSG00000256806,M8/D6,0.0409,0.247,non-DEG,C17orf100,
ENSG00000256897,M8/D6,0.0289,0.528,non-DEG,,
ENSG00000257027,M8/D6,0.00689,-0.361,non-DEG,,
ENSG00000257052,M8/D6,0.0538,-0.507,non-DEG,PRPF19-DT,
ENSG00000257086,M8/D6,0.00864,0.703,non-DEG,,
ENSG00000257093,M8/D6,0.000296,-0.196,non-DEG,DENND11,
ENSG00000257097,M8/D6,0.0758,0.411,non-DEG,CLIP1-AS1,
ENSG00000257103,M8/D6,0.117,0.048,non-DEG,LSM14A,
ENSG00000257127,M8/D6,2.74E-07,-4.377,down-regulate,CLLU1,
ENSG00000257151,M8/D6,0.00278,0.313,non-DEG,NA,
ENSG00000257167,M8/D6,0.0844,0.288,non-DEG,TMPO-AS1,
ENSG00000257176,M8/D6,0.0183,0.377,non-DEG,,
ENSG00000257178,M8/D6,0.0814,0.407,non-DEG,,
ENSG00000257202,M8/D6,0.0628,-0.688,non-DEG,,
ENSG00000257210,M8/D6,0.0693,0.564,non-DEG,NACAP8,
ENSG00000257221,M8/D6,0.0116,0.28,non-DEG,,
ENSG00000257242,M8/D6,0.0442,-0.175,non-DEG,LINC01619,
ENSG00000257267,M8/D6,0.0207,-0.177,non-DEG,ZNF271P,
ENSG00000257298,M8/D6,0.0492,0.435,non-DEG,,
ENSG00000257322,M8/D6,0.00654,0.844,non-DEG,,
ENSG00000257354,M8/D6,0.158,-0.161,non-DEG,MIRLET7IHG,
ENSG00000257497,M8/D6,0.0138,0.669,non-DEG,,
ENSG00000257529,M8/D6,0.109,0.005,non-DEG,RPL36A-HNRNPH2,
ENSG00000257534,M8/D6,0.0129,-1.416,down-regulate,,
ENSG00000257557,M8/D6,0.00226,0.975,up-regulate,PPP1R12A-AS1,
ENSG00000257576,M8/D6,0.0193,-0.985,down-regulate,HSPD1P4,
ENSG00000257594,M8/D6,0.212,-0.406,non-DEG,GALNT4,
ENSG00000257613,M8/D6,0.129,0.394,non-DEG,NA,
ENSG00000257621,M8/D6,0.0104,0.194,non-DEG,PSMA3-AS1,
ENSG00000257642,M8/D6,0.0727,-0.535,non-DEG,KCCAT198,
ENSG00000257647,M8/D6,0.235,0.377,non-DEG,,
ENSG00000257671,M8/D6,0.0782,-0.481,non-DEG,KRT7-AS,
ENSG00000257698,M8/D6,0.0289,0.316,non-DEG,GIHCG,
ENSG00000257702,M8/D6,0.0114,0.349,non-DEG,LBX2-AS1,
ENSG00000257718,M8/D6,0.124,0.464,non-DEG,CPNE8-AS1,
ENSG00000257727,M8/D6,0.000102,-0.447,non-DEG,CNPY2,
ENSG00000257800,M8/D6,0.0101,0.409,non-DEG,FNBP1P1,
ENSG00000257803,M8/D6,0.00709,1.132,up-regulate,PIGAP1,
ENSG00000257815,M8/D6,0.207,0.264,non-DEG,PRANCR,
ENSG00000257818,M8/D6,0.0762,0.603,non-DEG,C1GALT1P1,
ENSG00000257913,M8/D6,0.125,0.19,non-DEG,DDN-AS1,
ENSG00000257923,M8/D6,0.083,-0.325,non-DEG,CUX1,
ENSG00000257950,M8/D6,6.37E-05,-0.83,non-DEG,P2RX5-TAX1BP3,
ENSG00000257951,M8/D6,0.0499,-0.864,down-regulate,,
ENSG00000257953,M8/D6,0.165,0.76,non-DEG,,
ENSG00000258017,M8/D6,0.101,0.22,non-DEG,,
ENSG00000258056,M8/D6,0.0806,-0.175,non-DEG,CD63-AS1,
ENSG00000258082,M8/D6,0.0219,-0.743,non-DEG,,
ENSG00000258102,M8/D6,0.0236,-0.4,non-DEG,MAP1LC3B2,
ENSG00000258134,M8/D6,0.278,0.061,non-DEG,,
ENSG00000258168,M8/D6,0.000504,-3.59,down-regulate,,
ENSG00000258215,M8/D6,0.0129,1.149,up-regulate,,
ENSG00000258297,M8/D6,0.00384,0.312,non-DEG,NA,
ENSG00000258377,M8/D6,0.213,-0.695,non-DEG,,
ENSG00000258388,M8/D6,0.0344,0.475,non-DEG,PPT2-EGFL8,
ENSG00000258405,M8/D6,0.000502,1.088,up-regulate,ZNF578,
ENSG00000258422,M8/D6,0.0014,1.064,up-regulate,,
ENSG00000258429,M8/D6,0.157,-0.204,non-DEG,PDF,
ENSG00000258449,M8/D6,0.0281,0.74,non-DEG,,
ENSG00000258454,M8/D6,0.0495,-0.698,non-DEG,,
ENSG00000258461,M8/D6,0.0629,-0.204,non-DEG,,
ENSG00000258469,M8/D6,0.128,0.391,non-DEG,CHMP4BP1,
ENSG00000258472,M8/D6,0.0281,0.303,non-DEG,,
ENSG00000258525,M8/D6,0.067,0.263,non-DEG,,
ENSG00000258546,M8/D6,0.000942,0.732,non-DEG,CENPUP2,
ENSG00000258559,M8/D6,0.233,0.282,non-DEG,,
ENSG00000258561,M8/D6,0.264,0.355,non-DEG,,
ENSG00000258603,M8/D6,0.0886,-0.8,down-regulate,,
ENSG00000258609,M8/D6,0.0489,-0.632,non-DEG,LINC-ROR,
ENSG00000258623,M8/D6,0.000379,1.772,up-regulate,,
ENSG00000258659,M8/D6,0.0126,0.344,non-DEG,TRIM34,
ENSG00000258667,M8/D6,0.149,0.31,non-DEG,HIF1A-AS3,
ENSG00000258702,M8/D6,0.000112,1.727,up-regulate,,
ENSG00000258704,M8/D6,0.0959,-0.271,non-DEG,SRP54-AS1,
ENSG00000258725,M8/D6,0.518,0.016,non-DEG,PRC1-AS1,
ENSG00000258727,M8/D6,0.051,-0.155,non-DEG,AP1G2-AS1,
ENSG00000258738,M8/D6,8.43E-05,-0.717,non-DEG,BAZ1A-AS1,
ENSG00000258760,M8/D6,0.146,-0.363,non-DEG,,
ENSG00000258768,M8/D6,0.0639,-0.473,non-DEG,,
ENSG00000258794,M8/D6,0.000528,2.472,up-regulate,DUX4L27,
ENSG00000258810,M8/D6,0.0491,1.062,up-regulate,,
ENSG00000258818,M8/D6,0.000784,-1.46,down-regulate,RNASE4,
ENSG00000258824,M8/D6,0.225,0.294,non-DEG,,
ENSG00000258839,M8/D6,0.0289,0.668,non-DEG,MC1R,
ENSG00000258843,M8/D6,0.0881,0.344,non-DEG,,
ENSG00000258846,M8/D6,0.00771,-0.914,down-regulate,EEF1A1P33,
ENSG00000258875,M8/D6,0.0283,-0.902,down-regulate,,
ENSG00000258881,M8/D6,0.266,0.825,up-regulate,,
ENSG00000258920,M8/D6,0.00283,-0.749,down-regulate,FOXN3-AS1,
ENSG00000258926,M8/D6,0.000448,1.142,up-regulate,,
ENSG00000258927,M8/D6,0.00603,-1.393,down-regulate,,
ENSG00000258940,M8/D6,0.0482,-0.342,non-DEG,MIA2-AS1,
ENSG00000258947,M8/D6,0.00708,2.216,up-regulate,TUBB3,
ENSG00000258987,M8/D6,0.000672,-1.282,down-regulate,,
ENSG00000259024,M8/D6,0.126,-2.81,down-regulate,TVP23C-CDRT4,
ENSG00000259030,M8/D6,0.0389,0.603,non-DEG,FPGT-TNNI3K,
ENSG00000259038,M8/D6,0.00372,1.633,up-regulate,,
ENSG00000259078,M8/D6,0.00597,0.45,non-DEG,PTBP1P,
ENSG00000259084,M8/D6,0.0009,-3.9,down-regulate,,
ENSG00000259088,M8/D6,0.305,0.264,non-DEG,,
ENSG00000259100,M8/D6,0.0448,-0.553,non-DEG,COILP1,
ENSG00000259172,M8/D6,0.0673,0.457,non-DEG,SNRPA1-DT,
ENSG00000259209,M8/D6,0.101,0.35,non-DEG,,
ENSG00000259244,M8/D6,0.0549,0.985,non-DEG,,
ENSG00000259291,M8/D6,0.000137,0.738,non-DEG,ZNF710-AS1,
ENSG00000259326,M8/D6,0.0924,-0.18,non-DEG,,
ENSG00000259330,M8/D6,0.337,0.121,non-DEG,INAFM2,
ENSG00000259343,M8/D6,0.000247,-1.008,down-regulate,TMC3-AS1,
ENSG00000259351,M8/D6,0.058,0.78,non-DEG,,
ENSG00000259363,M8/D6,0.0176,0.324,non-DEG,,
ENSG00000259377,M8/D6,0.139,0.291,non-DEG,,
ENSG00000259381,M8/D6,0.0417,0.299,non-DEG,,
ENSG00000259407,M8/D6,0.069,-0.363,non-DEG,,
ENSG00000259436,M8/D6,0.0197,0.519,non-DEG,,
ENSG00000259439,M8/D6,0.00296,2.114,up-regulate,LINC01833,
ENSG00000259448,M8/D6,0.00104,0.409,non-DEG,LINC02352,
ENSG00000259488,M8/D6,0.132,0.035,non-DEG,DUT-AS1,
ENSG00000259536,M8/D6,0.11,-0.464,non-DEG,,
ENSG00000259570,M8/D6,0.0028,-1.188,down-regulate,,
ENSG00000259577,M8/D6,0.00447,0.98,up-regulate,CERNA1,
ENSG00000259583,M8/D6,0.028,0.325,non-DEG,ALDH1A3-AS1,
ENSG00000259598,M8/D6,0.022,-0.612,non-DEG,,
ENSG00000259605,M8/D6,0.0661,-0.386,non-DEG,,
ENSG00000259635,M8/D6,0.00395,0.98,up-regulate,,
ENSG00000259659,M8/D6,0.123,-0.385,non-DEG,,
ENSG00000259668,M8/D6,0.0326,0.458,non-DEG,,
ENSG00000259674,M8/D6,0.0218,-0.265,non-DEG,,
ENSG00000259704,M8/D6,0.0103,0.872,non-DEG,,
ENSG00000259706,M8/D6,0.0684,0.113,non-DEG,HSP90B2P,
ENSG00000259709,M8/D6,0.0393,0.538,non-DEG,,
ENSG00000259712,M8/D6,1.08E-05,-1.318,down-regulate,,
ENSG00000259732,M8/D6,0.07,0.429,non-DEG,,
ENSG00000259768,M8/D6,0.0105,0.255,non-DEG,,
ENSG00000259771,M8/D6,0.283,0.246,non-DEG,,
ENSG00000259781,M8/D6,0.114,0.319,non-DEG,HMGB1P6,
ENSG00000259797,M8/D6,0.0798,0.376,non-DEG,,
ENSG00000259804,M8/D6,0.098,0.437,non-DEG,CTCF-DT,
ENSG00000259820,M8/D6,0.00046,0.635,non-DEG,,
ENSG00000259834,M8/D6,1.76E-06,-1.04,down-regulate,,
ENSG00000259845,M8/D6,6.73E-07,3.003,up-regulate,HERC2P10,
ENSG00000259863,M8/D6,0.0104,0.982,up-regulate,SH3RF3-AS1,
ENSG00000259883,M8/D6,0.0595,-0.411,non-DEG,EHD4-AS1,
ENSG00000259891,M8/D6,0.0952,0.241,non-DEG,,
ENSG00000259895,M8/D6,0.0718,0.482,non-DEG,TEDC2-AS1,
ENSG00000259904,M8/D6,0.076,0.898,up-regulate,ACTG1P15,
ENSG00000259915,M8/D6,0.00864,0.37,non-DEG,,
ENSG00000259921,M8/D6,0.14,0.455,non-DEG,,
ENSG00000259922,M8/D6,0.291,0.199,non-DEG,,
ENSG00000259924,M8/D6,0.0655,0.258,non-DEG,,
ENSG00000259953,M8/D6,0.0152,-0.276,non-DEG,,
ENSG00000259954,M8/D6,0.00694,0.328,non-DEG,IL21R-AS1,
ENSG00000259956,M8/D6,0.000175,-0.34,non-DEG,RBM15B,
ENSG00000259972,M8/D6,0.0667,-0.17,non-DEG,,
ENSG00000259985,M8/D6,0.00694,-0.359,non-DEG,,
ENSG00000260027,M8/D6,4.01E-05,0.752,non-DEG,HOXB7,
ENSG00000260032,M8/D6,0.000482,-0.196,non-DEG,NORAD,
ENSG00000260034,M8/D6,0.04,0.309,non-DEG,LCMT1-AS2,
ENSG00000260051,M8/D6,0.034,0.451,non-DEG,,
ENSG00000260075,M8/D6,0.0816,-0.163,non-DEG,NSFP1,
ENSG00000260077,M8/D6,0.0281,-0.568,non-DEG,,
ENSG00000260093,M8/D6,0.0627,0.738,non-DEG,MSRA-DT,
ENSG00000260095,M8/D6,0.0398,0.704,non-DEG,,
ENSG00000260101,M8/D6,0.000227,-0.519,non-DEG,AFTPH-DT,
ENSG00000260103,M8/D6,0.00362,0.498,non-DEG,,
ENSG00000260114,M8/D6,0.219,0.143,non-DEG,NA,
ENSG00000260121,M8/D6,0.0183,-0.273,non-DEG,,
ENSG00000260128,M8/D6,0.227,0.7,non-DEG,ULK4P2,
ENSG00000260135,M8/D6,9.13E-07,2.188,up-regulate,MMP2-AS1,
ENSG00000260160,M8/D6,0.134,0.311,non-DEG,,
ENSG00000260177,M8/D6,0.00925,-1.101,down-regulate,,
ENSG00000260192,M8/D6,0.000517,-2.334,down-regulate,LINC02240,
ENSG00000260193,M8/D6,0.143,0.304,non-DEG,LINC02846,
ENSG00000260233,M8/D6,0.0367,-0.393,non-DEG,ZNRD2-DT,
ENSG00000260253,M8/D6,0.0307,0.982,up-regulate,,
ENSG00000260257,M8/D6,0.068,0.239,non-DEG,,
ENSG00000260276,M8/D6,0.0581,-0.216,non-DEG,NA,
ENSG00000260285,M8/D6,0.00391,0.475,non-DEG,,
ENSG00000260293,M8/D6,0.00502,0.696,non-DEG,,
ENSG00000260303,M8/D6,2.72E-05,0.918,up-regulate,,
ENSG00000260316,M8/D6,0.0905,0.688,non-DEG,,
ENSG00000260317,M8/D6,0.0226,-0.585,non-DEG,,
ENSG00000260318,M8/D6,0.263,0.289,non-DEG,COX6CP1,
ENSG00000260329,M8/D6,0.0521,0.502,non-DEG,TMEM263-DT,
ENSG00000260335,M8/D6,0.0356,0.311,non-DEG,,
ENSG00000260337,M8/D6,0.275,0.186,non-DEG,,
ENSG00000260342,M8/D6,0.346,-0.226,non-DEG,,
ENSG00000260382,M8/D6,4.18E-05,4.103,up-regulate,,
ENSG00000260386,M8/D6,0.00332,-0.769,non-DEG,LDC1P,
ENSG00000260400,M8/D6,0.423,-0.136,non-DEG,,
ENSG00000260404,M8/D6,0.152,0.039,non-DEG,,
ENSG00000260423,M8/D6,0.076,-0.861,non-DEG,LINC02367,
ENSG00000260448,M8/D6,0.00311,1.04,up-regulate,LCMT1-AS1,
ENSG00000260461,M8/D6,0.0719,0.381,non-DEG,,
ENSG00000260470,M8/D6,0.133,-0.835,down-regulate,,
ENSG00000260495,M8/D6,0.0817,0.397,non-DEG,,
ENSG00000260498,M8/D6,0.0284,-0.571,non-DEG,,
ENSG00000260528,M8/D6,0.0877,-0.306,non-DEG,FAM157C,
ENSG00000260563,M8/D6,0.0491,0.248,non-DEG,,
ENSG00000260583,M8/D6,0.000233,-0.695,non-DEG,,
ENSG00000260589,M8/D6,0.00731,0.585,non-DEG,STAM-DT,
ENSG00000260597,M8/D6,0.0465,0.646,up-regulate,,
ENSG00000260601,M8/D6,0.146,-0.362,non-DEG,,
ENSG00000260628,M8/D6,0.0855,0.878,non-DEG,,
ENSG00000260630,M8/D6,0.022,0.279,non-DEG,SNAI3-AS1,
ENSG00000260641,M8/D6,0.0175,-1.648,down-regulate,TSPAN5-DT,
ENSG00000260686,M8/D6,0.0103,0.403,non-DEG,,
ENSG00000260693,M8/D6,0.23,0.159,non-DEG,,
ENSG00000260719,M8/D6,0.0113,-0.374,non-DEG,,
ENSG00000260727,M8/D6,0.24,-0.14,non-DEG,SLC7A5P1,
ENSG00000260729,M8/D6,0.269,-0.395,non-DEG,,
ENSG00000260743,M8/D6,0.0174,-0.54,non-DEG,,
ENSG00000260776,M8/D6,0.0117,-1.195,down-regulate,GOLGA6FP,
ENSG00000260793,M8/D6,0.0805,0.329,non-DEG,,
ENSG00000260803,M8/D6,0.0134,0.624,non-DEG,,
ENSG00000260804,M8/D6,0.0104,-0.316,non-DEG,LINC01963,
ENSG00000260830,M8/D6,0.0771,-0.515,non-DEG,,
ENSG00000260852,M8/D6,0.0278,-0.297,non-DEG,FBXL19-AS1,
ENSG00000260874,M8/D6,0.0821,0.306,non-DEG,,
ENSG00000260896,M8/D6,6.35E-06,1.515,up-regulate,ARLNC1,
ENSG00000260908,M8/D6,0.19,-0.274,non-DEG,,
ENSG00000260912,M8/D6,0.1,0.209,non-DEG,,
ENSG00000260916,M8/D6,1.23E-05,-0.452,non-DEG,CCPG1,
ENSG00000260917,M8/D6,0.0168,-0.195,non-DEG,,
ENSG00000260924,M8/D6,0.0825,0.266,non-DEG,LINC01311,
ENSG00000260942,M8/D6,0.00296,-0.268,non-DEG,CAPN10-DT,
ENSG00000260948,M8/D6,0.000479,0.656,non-DEG,,
ENSG00000260977,M8/D6,0.224,0.486,non-DEG,NA,
ENSG00000260997,M8/D6,0.00616,-0.247,non-DEG,,
ENSG00000261008,M8/D6,0.0044,0.67,non-DEG,LINC01572,
ENSG00000261026,M8/D6,0.116,0.55,non-DEG,,
ENSG00000261061,M8/D6,0.0531,0.415,non-DEG,,
ENSG00000261064,M8/D6,0.0401,0.686,up-regulate,LINC02256,
ENSG00000261079,M8/D6,0.00595,-0.929,down-regulate,,
ENSG00000261087,M8/D6,0.000487,0.674,non-DEG,ZNNT1,
ENSG00000261096,M8/D6,0.168,0.218,non-DEG,,
ENSG00000261097,M8/D6,0.00792,-1.552,down-regulate,LINC00563,
ENSG00000261114,M8/D6,0.0228,-0.336,non-DEG,,
ENSG00000261126,M8/D6,0.382,0.104,non-DEG,RBFADN,
ENSG00000261136,M8/D6,0.0786,0.317,non-DEG,,
ENSG00000261158,M8/D6,0.0249,-1.301,down-regulate,,
ENSG00000261159,M8/D6,0.0613,-0.254,non-DEG,,
ENSG00000261167,M8/D6,0.023,-0.253,non-DEG,,
ENSG00000261172,M8/D6,0.0479,-0.445,non-DEG,,
ENSG00000261183,M8/D6,0.0299,0.721,non-DEG,SPINT1-AS1,
ENSG00000261202,M8/D6,0.203,-0.525,non-DEG,TNRC6B-DT,
ENSG00000261207,M8/D6,0.05,0.388,non-DEG,,
ENSG00000261211,M8/D6,0.0485,0.537,non-DEG,,
ENSG00000261220,M8/D6,0.0292,-0.863,down-regulate,ST3GAL1-DT,
ENSG00000261236,M8/D6,0.0581,-0.131,non-DEG,BOP1,
ENSG00000261270,M8/D6,0.00843,-0.379,non-DEG,,
ENSG00000261279,M8/D6,0.00725,1.373,up-regulate,ULK4P1,
ENSG00000261324,M8/D6,0.0403,0.173,non-DEG,,
ENSG00000261326,M8/D6,0.000722,0.309,non-DEG,LINC01355,
ENSG00000261360,M8/D6,0.0307,0.384,non-DEG,OTULIN-DT,
ENSG00000261371,M8/D6,0.00092,0.444,non-DEG,PECAM1,
ENSG00000261373,M8/D6,0.133,-0.17,non-DEG,VPS9D1-AS1,
ENSG00000261377,M8/D6,0.257,0.657,non-DEG,PDCD6IPP2,
ENSG00000261416,M8/D6,0.00486,0.421,non-DEG,CORO1A-AS1,
ENSG00000261435,M8/D6,0.134,-0.546,non-DEG,,
ENSG00000261438,M8/D6,0.00393,-0.392,non-DEG,NA,
ENSG00000261441,M8/D6,0.109,-0.122,non-DEG,POLG-DT,
ENSG00000261448,M8/D6,8.68E-06,-1.107,down-regulate,,
ENSG00000261485,M8/D6,0.00105,0.616,non-DEG,PAN3-AS1,
ENSG00000261519,M8/D6,0.0798,-1.168,down-regulate,,
ENSG00000261520,M8/D6,0.00076,1.287,up-regulate,DLGAP1-AS5,
ENSG00000261526,M8/D6,0.00987,0.385,non-DEG,,
ENSG00000261553,M8/D6,0.129,-0.199,non-DEG,,
ENSG00000261560,M8/D6,0.0699,0.347,non-DEG,,
ENSG00000261587,M8/D6,0.1,0.624,non-DEG,TMEM249,
ENSG00000261604,M8/D6,0.15,0.136,non-DEG,,
ENSG00000261609,M8/D6,0.00351,-0.227,non-DEG,GAN,
ENSG00000261613,M8/D6,0.0572,-0.218,non-DEG,,
ENSG00000261616,M8/D6,0.013,0.711,non-DEG,,
ENSG00000261618,M8/D6,0.0027,-0.346,non-DEG,LINC02605,
ENSG00000261644,M8/D6,0.0856,-0.242,non-DEG,CYLD-AS1,
ENSG00000261645,M8/D6,0.0136,-0.954,down-regulate,DISC1FP1,
ENSG00000261652,M8/D6,0.000749,-0.923,down-regulate,C15orf65,
ENSG00000261654,M8/D6,0.159,0.158,non-DEG,,
ENSG00000261663,M8/D6,0.283,0.191,non-DEG,,
ENSG00000261668,M8/D6,0.0248,0.542,non-DEG,,
ENSG00000261696,M8/D6,2.67E-05,1.225,up-regulate,,
ENSG00000261716,M8/D6,0.00088,0.398,non-DEG,H2BC20P,
ENSG00000261740,M8/D6,0.0704,-0.156,non-DEG,BOLA2-SMG1P6,
ENSG00000261770,M8/D6,5.68E-05,-0.772,non-DEG,,
ENSG00000261786,M8/D6,0.000199,1.012,up-regulate,,
ENSG00000261794,M8/D6,0.000273,1.091,up-regulate,GOLGA8H,
ENSG00000261819,M8/D6,0.288,0.196,non-DEG,,
ENSG00000261821,M8/D6,0.0918,0.594,non-DEG,,
ENSG00000261824,M8/D6,0.00166,-0.271,non-DEG,LINC00662,
ENSG00000261889,M8/D6,0.0857,-0.361,non-DEG,,
ENSG00000261934,M8/D6,0.0011,0.678,non-DEG,PCDHGA9,
ENSG00000261971,M8/D6,0.000157,0.784,non-DEG,MMP25-AS1,
ENSG00000261996,M8/D6,0.0731,0.499,non-DEG,,
ENSG00000262001,M8/D6,0.243,0.136,non-DEG,DLGAP1-AS2,
ENSG00000262074,M8/D6,0.0333,-0.568,non-DEG,SNORD3B-2,
ENSG00000262089,M8/D6,0.148,0.314,non-DEG,,
ENSG00000262140,M8/D6,0.0802,-0.291,non-DEG,,
ENSG00000262151,M8/D6,0.0601,0.449,non-DEG,,
ENSG00000262155,M8/D6,0.00337,0.853,non-DEG,LINC02175,
ENSG00000262188,M8/D6,0.00966,0.546,non-DEG,LINC01978,
ENSG00000262209,M8/D6,3.59E-06,1.744,up-regulate,PCDHGB3,
ENSG00000262292,M8/D6,2.93E-06,1.969,up-regulate,GRAPLDR,
ENSG00000262312,M8/D6,0.0801,0.276,non-DEG,,
ENSG00000262319,M8/D6,7.44E-07,1.266,up-regulate,,
ENSG00000262420,M8/D6,0.0198,-0.138,non-DEG,,
ENSG00000262454,M8/D6,0.281,0.125,non-DEG,MIR193BHG,
ENSG00000262481,M8/D6,0.12,0.841,up-regulate,TMEM256-PLSCR3,
ENSG00000262488,M8/D6,0.0011,0.948,up-regulate,,
ENSG00000262528,M8/D6,0.0131,-0.663,non-DEG,,
ENSG00000262576,M8/D6,4.80E-06,1.904,up-regulate,PCDHGA4,
ENSG00000262587,M8/D6,0.013,0.542,non-DEG,,
ENSG00000262655,M8/D6,0.151,0.183,non-DEG,SPON1,
ENSG00000262663,M8/D6,0.00256,0.983,up-regulate,,
ENSG00000262691,M8/D6,0.000804,0.884,up-regulate,,
ENSG00000262700,M8/D6,0.00377,1.235,up-regulate,,
ENSG00000262703,M8/D6,0.113,0.329,non-DEG,,
ENSG00000262714,M8/D6,0.207,0.256,non-DEG,,
ENSG00000262814,M8/D6,0.0044,-0.179,non-DEG,MRPL12,
ENSG00000262879,M8/D6,0.0323,0.285,non-DEG,,
ENSG00000262903,M8/D6,0.205,0.159,non-DEG,,
ENSG00000262943,M8/D6,0.00918,0.292,non-DEG,ALOX12P2,
ENSG00000263001,M8/D6,0.0798,0.093,non-DEG,GTF2I,
ENSG00000263002,M8/D6,0.116,0.143,non-DEG,ZNF234,
ENSG00000263072,M8/D6,0.177,0.153,non-DEG,ZNF213-AS1,
ENSG00000263220,M8/D6,0.171,0.317,non-DEG,,
ENSG00000263235,M8/D6,0.0808,0.422,non-DEG,,
ENSG00000263244,M8/D6,0.00328,-0.507,non-DEG,,
ENSG00000263264,M8/D6,0.0078,-0.637,non-DEG,NA,
ENSG00000263266,M8/D6,0.124,-0.272,non-DEG,RPS7P1,
ENSG00000263272,M8/D6,0.0544,0.205,non-DEG,,
ENSG00000263326,M8/D6,0.0834,0.7,non-DEG,,
ENSG00000263327,M8/D6,0.123,0.229,non-DEG,TAPT1-AS1,
ENSG00000263335,M8/D6,2.12E-05,-1.712,down-regulate,,
ENSG00000263366,M8/D6,0.000342,0.893,non-DEG,ABHD17AP5,
ENSG00000263394,M8/D6,2.55E-06,1.88,up-regulate,,
ENSG00000263400,M8/D6,0.032,0.958,up-regulate,TMEM220-AS1,
ENSG00000263465,M8/D6,2.87E-05,-0.378,non-DEG,SRSF8,
ENSG00000263513,M8/D6,1.07E-05,1.225,up-regulate,FAM72C,
ENSG00000263528,M8/D6,0.00199,-0.248,non-DEG,IKBKE,
ENSG00000263603,M8/D6,0.000308,2.219,up-regulate,,
ENSG00000263667,M8/D6,0.0108,-0.827,down-regulate,,
ENSG00000263731,M8/D6,0.0093,-0.307,non-DEG,,
ENSG00000263740,M8/D6,0.0207,-0.538,non-DEG,RN7SL4P,
ENSG00000263776,M8/D6,0.000398,-0.663,non-DEG,SNORA4,
ENSG00000263786,M8/D6,0.106,0.386,non-DEG,,
ENSG00000263826,M8/D6,0.0095,-0.393,non-DEG,,
ENSG00000263847,M8/D6,0.0717,0.326,non-DEG,,
ENSG00000263934,M8/D6,0.125,-0.135,non-DEG,SNORD3A,
ENSG00000263956,M8/D6,0.0273,-0.145,non-DEG,NBPF11,
ENSG00000263961,M8/D6,0.0278,0.834,non-DEG,RHEX,
ENSG00000263982,M8/D6,0.067,0.725,non-DEG,,
ENSG00000264112,M8/D6,0.00684,-0.258,non-DEG,,
ENSG00000264207,M8/D6,0.00225,0.704,non-DEG,,
ENSG00000264343,M8/D6,1.40E-05,-0.962,down-regulate,NOTCH2NLA,
ENSG00000264386,M8/D6,0.122,0.483,non-DEG,MIR4513,
ENSG00000264456,M8/D6,0.0192,0.397,non-DEG,,
ENSG00000264522,M8/D6,0.00109,-0.255,non-DEG,OTUD7B,
ENSG00000264538,M8/D6,0.0491,0.162,non-DEG,SUZ12P1,
ENSG00000264573,M8/D6,0.163,0.472,non-DEG,RN7SL15P,
ENSG00000264575,M8/D6,0.162,0.128,non-DEG,LINC00526,
ENSG00000264577,M8/D6,0.0285,-0.311,non-DEG,,
ENSG00000264714,M8/D6,0.0959,0.387,non-DEG,KIAA0895LP1,
ENSG00000264781,M8/D6,0.00178,-0.782,non-DEG,MIR4537,
ENSG00000264843,M8/D6,0.305,0.459,non-DEG,,
ENSG00000264853,M8/D6,0.039,0.211,non-DEG,,
ENSG00000264859,M8/D6,0.0273,0.936,up-regulate,DSG2-AS1,
ENSG00000264924,M8/D6,0.0509,0.696,non-DEG,,
ENSG00000264937,M8/D6,0.133,0.419,non-DEG,,
ENSG00000264940,M8/D6,0.0303,-0.175,non-DEG,SNORD3C,
